,speaker,date,state,city,title,citation,categories,link
22,"Joseph R. Biden, Jr.","March 28, 2007",unknown,unknown,Biden Campaign Press Release - Senator Joe Biden to Make Campaign Stops in South Carolina,"Joseph R. Biden, Jr., Biden Campaign Press Release - Senator Joe Biden to Make Campaign Stops in South Carolina Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316856","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-senator-joe-biden-make-campaign-stops-south-carolina-0
23,"Joseph R. Biden, Jr.","March 29, 2007",unknown,unknown,Biden Campaign Press Release - Biden Campaign Announces Early Iowa Organization,"Joseph R. Biden, Jr., Biden Campaign Press Release - Biden Campaign Announces Early Iowa Organization Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316842","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-campaign-announces-early-iowa-organization
24,"Joseph R. Biden, Jr.","March 29, 2007",unknown,unknown,Biden Campaign Press Release - Senator Joe Biden's Son Delaware Attorney General Beau Biden to Campaign in Iowa This Weekend,"Joseph R. Biden, Jr., Biden Campaign Press Release - Senator Joe Biden's Son Delaware Attorney General Beau Biden to Campaign in Iowa This Weekend Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316847","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-senator-joe-bidens-son-delaware-attorney-general-beau-biden
25,"Joseph R. Biden, Jr.","March 30, 2007",unknown,unknown,Biden Campaign Press Release - Biden Campaign Announces Key Staff in Nevada,"Joseph R. Biden, Jr., Biden Campaign Press Release - Biden Campaign Announces Key Staff in Nevada Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316829","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-campaign-announces-key-staff-nevada
26,"Joseph R. Biden, Jr.","April 02, 2007",unknown,unknown,Biden Campaign Press Release - Senator Joe Biden to Make Campaign Stops in Iowa,"Joseph R. Biden, Jr., Biden Campaign Press Release - Senator Joe Biden to Make Campaign Stops in Iowa Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316833","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-senator-joe-biden-make-campaign-stops-iowa-0
27,"Joseph R. Biden, Jr.","April 03, 2007",Iowa,unknown,Remarks at the Drake University School of Law,"Joseph R. Biden, Jr., Remarks at the Drake University School of Law Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/285161","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/remarks-the-drake-university-school-law
28,"Joseph R. Biden, Jr.","April 03, 2007",unknown,unknown,Biden Campaign Press Release - Biden Condemns Bush Administration Abuse of Power,"Joseph R. Biden, Jr., Biden Campaign Press Release - Biden Condemns Bush Administration Abuse of Power Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316826","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-condemns-bush-administration-abuse-power
29,"Joseph R. Biden, Jr.","April 04, 2007",unknown,unknown,Statement by Senator Joe Biden on Bush Veto Threat,"Joseph R. Biden, Jr., Statement by Senator Joe Biden on Bush Veto Threat Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316817","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/statement-senator-joe-biden-bush-veto-threat
30,"Joseph R. Biden, Jr.","April 04, 2007",unknown,unknown,Statement by Senator Joe Biden on Iran's Release of British Hostages,"Joseph R. Biden, Jr., Statement by Senator Joe Biden on Iran's Release of British Hostages Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316821","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/statement-senator-joe-biden-irans-release-british-hostages
31,"Joseph R. Biden, Jr.","April 04, 2007",unknown,unknown,Biden Campaign Press Release - Biden Campaign Announces Endorsements in Iowa,"Joseph R. Biden, Jr., Biden Campaign Press Release - Biden Campaign Announces Endorsements in Iowa Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316813","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-campaign-announces-endorsements-iowa
32,"Joseph R. Biden, Jr.","April 05, 2007",unknown,unknown,Biden Campaign Press Release - Biden Campaign Announces Political Staff,"Joseph R. Biden, Jr., Biden Campaign Press Release - Biden Campaign Announces Political Staff Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316809","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-campaign-announces-political-staff
33,"Joseph R. Biden, Jr.","April 10, 2007",unknown,unknown,Biden Campaign Press Release - Senator Joe Biden to Make Campaign Stops in New Hampshire,"Joseph R. Biden, Jr., Biden Campaign Press Release - Senator Joe Biden to Make Campaign Stops in New Hampshire Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316806","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-senator-joe-biden-make-campaign-stops-new-hampshire-0
34,"Joseph R. Biden, Jr.","April 11, 2007",unknown,unknown,Statement by Senator Joe Biden on Defense Department's Decision to Extend Tours of Duty in Iraq,"Joseph R. Biden, Jr., Statement by Senator Joe Biden on Defense Department's Decision to Extend Tours of Duty in Iraq Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316801","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/statement-senator-joe-biden-defense-departments-decision-extend-tours-duty-iraq
35,"Joseph R. Biden, Jr.","April 12, 2007",unknown,unknown,Statement by Senator Joe Biden on Don Imus,"Joseph R. Biden, Jr., Statement by Senator Joe Biden on Don Imus Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316787","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/statement-senator-joe-biden-don-imus
36,"Joseph R. Biden, Jr.","April 12, 2007",unknown,unknown,Biden Campaign Press Release - Biden Resolution to Open Bad Arolsen Nazi Archives Passes Senate,"Joseph R. Biden, Jr., Biden Campaign Press Release - Biden Resolution to Open Bad Arolsen Nazi Archives Passes Senate Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316797","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-resolution-open-bad-arolsen-nazi-archives-passes-senate
37,"Joseph R. Biden, Jr.","April 13, 2007",unknown,unknown,Biden Campaign Press Release - Biden Calls on McCain to Stop Supporting Doomed Iraq Policy,"Joseph R. Biden, Jr., Biden Campaign Press Release - Biden Calls on McCain to Stop Supporting Doomed Iraq Policy Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316777","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-calls-mccain-stop-supporting-doomed-iraq-policy
38,"Joseph R. Biden, Jr.","April 14, 2007",unknown,unknown,"Biden Campaign Press Release - Biden Meets With Retired Admirals and Generals in Concord, NH","Joseph R. Biden, Jr., Biden Campaign Press Release - Biden Meets With Retired Admirals and Generals in Concord, NH Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316782","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-meets-with-retired-admirals-and-generals-concord-nh
39,"Joseph R. Biden, Jr.","April 16, 2007",unknown,unknown,Statement by Senator Joe Biden on the Virginia Tech Shooting,"Joseph R. Biden, Jr., Statement by Senator Joe Biden on the Virginia Tech Shooting Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316772","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/statement-senator-joe-biden-the-virginia-tech-shooting
40,"Joseph R. Biden, Jr.","April 16, 2007",unknown,unknown,"Biden Campaign Press Release - Biden--""Steady Foe"" of Yucca Mountain","Joseph R. Biden, Jr., Biden Campaign Press Release - Biden--""Steady Foe"" of Yucca Mountain Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316768","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-steady-foe-yucca-mountain
41,"Joseph R. Biden, Jr.","April 18, 2007",unknown,unknown,Statement by Senator Joe Biden Calling For Immediate Intervention in Darfur,"Joseph R. Biden, Jr., Statement by Senator Joe Biden Calling For Immediate Intervention in Darfur Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316763","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/statement-senator-joe-biden-calling-for-immediate-intervention-darfur
42,"Joseph R. Biden, Jr.","April 19, 2007",unknown,unknown,Biden Campaign Press Release - Biden to Hold Iraq Town Hall Meeting in Dubuque,"Joseph R. Biden, Jr., Biden Campaign Press Release - Biden to Hold Iraq Town Hall Meeting in Dubuque Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316746","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-hold-iraq-town-hall-meeting-dubuque
43,"Joseph R. Biden, Jr.","April 19, 2007",unknown,unknown,Biden Campaign Press Release - Biden to Keynote Nevada AFL-CIO Dinner,"Joseph R. Biden, Jr., Biden Campaign Press Release - Biden to Keynote Nevada AFL-CIO Dinner Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316758","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-keynote-nevada-afl-cio-dinner
44,"Joseph R. Biden, Jr.","April 20, 2007",unknown,unknown,Biden Campaign Press Release - Biden to Tour Pioneer Hi-Bred International,"Joseph R. Biden, Jr., Biden Campaign Press Release - Biden to Tour Pioneer Hi-Bred International Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316752","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-tour-pioneer-hi-bred-international
45,"Joseph R. Biden, Jr.","April 23, 2007",unknown,unknown,Statement by Senator Joe Biden on the Death of Former Russian President Boris N. Yeltsin,"Joseph R. Biden, Jr., Statement by Senator Joe Biden on the Death of Former Russian President Boris N. Yeltsin Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316740","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/statement-senator-joe-biden-the-death-former-russian-president-boris-n-yeltsin
46,"Joseph R. Biden, Jr.","April 24, 2007",unknown,unknown,Biden Campaign Press Release - Senator Biden to Open Orangeburg Regional Headquarters,"Joseph R. Biden, Jr., Biden Campaign Press Release - Senator Biden to Open Orangeburg Regional Headquarters Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316725","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-senator-biden-open-orangeburg-regional-headquarters
47,"Joseph R. Biden, Jr.","April 26, 2007",unknown,unknown,Statement by Senator Joe Biden on Passage of Iraq Supplemental Funding Bill,"Joseph R. Biden, Jr., Statement by Senator Joe Biden on Passage of Iraq Supplemental Funding Bill Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316721","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/statement-senator-joe-biden-passage-iraq-supplemental-funding-bill
48,"Joseph R. Biden, Jr.","April 29, 2007",unknown,unknown,"Interview with Tim Russert on NBC News' ""Meet the Press""","Joseph R. Biden, Jr., Interview with Tim Russert on NBC News' ""Meet the Press"" Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/278218","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/interview-with-tim-russert-nbc-news-meet-the-press-0
49,"Joseph R. Biden, Jr.","April 30, 2007",unknown,unknown,Biden Campaign Press Release - Debate Reviews: Biden Earns High Marks,"Joseph R. Biden, Jr., Biden Campaign Press Release - Debate Reviews: Biden Earns High Marks Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316717","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-debate-reviews-biden-earns-high-marks
50,"Joseph R. Biden, Jr.","May 01, 2007",unknown,unknown,Statement by Senator Joe Biden on the President Announcing He Would Veto the Iraq Supplemental Funding Bill,"Joseph R. Biden, Jr., Statement by Senator Joe Biden on the President Announcing He Would Veto the Iraq Supplemental Funding Bill Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316707","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/statement-senator-joe-biden-the-president-announcing-he-would-veto-the-iraq-supplemental
51,"Joseph R. Biden, Jr.","May 01, 2007",unknown,unknown,Biden Campaign Press Release - Biden Calls For Iraq Debate,"Joseph R. Biden, Jr., Biden Campaign Press Release - Biden Calls For Iraq Debate Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316702","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-calls-for-iraq-debate
52,"Joseph R. Biden, Jr.","May 01, 2007",unknown,unknown,Biden Campaign Press Release - Biden-Gelb Plan For Iraq One Year Later,"Joseph R. Biden, Jr., Biden Campaign Press Release - Biden-Gelb Plan For Iraq One Year Later Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316712","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-gelb-plan-for-iraq-one-year-later
53,"Joseph R. Biden, Jr.","May 02, 2007",unknown,unknown,Statement by Senator Joe Biden in Advance of Iraq Conference,"Joseph R. Biden, Jr., Statement by Senator Joe Biden in Advance of Iraq Conference Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316692","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/statement-senator-joe-biden-advance-iraq-conference
54,"Joseph R. Biden, Jr.","May 02, 2007",unknown,unknown,Biden Campaign Press Release - Concord Monitor: Joe Biden is Absolutely Right,"Joseph R. Biden, Jr., Biden Campaign Press Release - Concord Monitor: Joe Biden is Absolutely Right Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316697","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-concord-monitor-joe-biden-absolutely-right
55,"Joseph R. Biden, Jr.","May 03, 2007",unknown,unknown,Biden Campaign Press Release - Biden to Hold Iraq Town Hall Meetings in Iowa,"Joseph R. Biden, Jr., Biden Campaign Press Release - Biden to Hold Iraq Town Hall Meetings in Iowa Online by Gerhard Peters and John T. Woolley, The American Presidency Project https://www.presidency.ucsb.edu/node/316687","['Presidential (73842)', 'Elections and Transitions (16448)']",https://www.presidency.ucsb.edu/documents/biden-campaign-press-release-biden-hold-iraq-town-hall-meetings-iowa
